Nomor Perkara,Tanggal Penetapan,Nama Hakim/Majelis Hakim,Posisi,Aktif
109/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 29 Agu. 2017",SOFIALDI,Hakim Anggota,Ya
110/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 06 Okt. 2017",FAHZAL HENDRY,Hakim Ketua,Ya
110/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 06 Okt. 2017",sahlan efendi,Hakim Anggota,Ya
110/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 06 Okt. 2017","Suhartoyo, SH. MH.",Hakim Anggota,Ya
111/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",FAHZAL HENDRY,Hakim Ketua,Ya
111/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",sahlan efendi,Hakim Anggota,Ya
111/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",SUKARTONO.,Hakim Anggota,Ya
112/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",IBNU BASUKI WIDODO,Hakim Ketua,Ya
112/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
112/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",HASTOPO,Hakim Anggota,Ya
112/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",SOFIALDI,Hakim Anggota,Ya
112/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",SIGIT HERMAN BINAJI,Hakim Anggota,Ya
113/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",IBNU BASUKI WIDODO,Hakim Ketua,Ya
113/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
113/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",HASTOPO,Hakim Anggota,Ya
113/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",SOFIALDI,Hakim Anggota,Ya
113/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 09 Okt. 2017",SIGIT HERMAN BINAJI,Hakim Anggota,Ya
114/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 18 Okt. 2017",DIAH SITI BASARIAH,Hakim Ketua,Ya
114/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 18 Okt. 2017",HASTOPO,Hakim Anggota,Ya
114/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 18 Okt. 2017",SIGIT HERMAN BINAJI,Hakim Anggota,Ya
75/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 24 Mei 2017","NAWAWI POMOLANGO, SH.",Hakim Ketua,Ya
75/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 24 Mei 2017",MAS'UD,Hakim Anggota,Ya
75/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 24 Mei 2017",HARIONO,Hakim Anggota,Ya
75/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 24 Mei 2017","Ugo,SH.",Hakim Anggota,Ya
75/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 24 Mei 2017",TITI SANSIWI,Hakim Anggota,Ya
76/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 30 Mei 2017",FRANGKI TAMBUWUN,Hakim Ketua,Ya
76/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 30 Mei 2017",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
76/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 30 Mei 2017",MOHAMMAD IDRIS M.AMIN,Hakim Anggota,Ya
82/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017","NAWAWI POMOLANGO, SH.",Hakim Ketua,Ya
82/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",MAS'UD,Hakim Anggota,Ya
82/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",HARIONO,Hakim Anggota,Ya
82/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017","Ugo,SH.",Hakim Anggota,Ya
82/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",TITI SANSIWI,Hakim Anggota,Ya
81/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017","NAWAWI POMOLANGO, SH.",Hakim Ketua,Ya
81/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",MAS'UD,Hakim Anggota,Ya
81/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",HARIONO,Hakim Anggota,Ya
81/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017","Ugo,SH.",Hakim Anggota,Ya
81/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",TITI SANSIWI,Hakim Anggota,Ya
80/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",sahlan efendi,Hakim Ketua,Ya
80/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",FAHZAL HENDRY,Hakim Anggota,Ya
80/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",SUKARTONO.,Hakim Anggota,Ya
79/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",sahlan efendi,Hakim Ketua,Ya
79/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",FAHZAL HENDRY,Hakim Anggota,Ya
79/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",SUKARTONO.,Hakim Anggota,Ya
78/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",FAHZAL HENDRY,Hakim Ketua,Ya
78/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",sahlan efendi,Hakim Anggota,Ya
78/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",JOKO SUBAGYO,Hakim Anggota,Ya
77/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",FAHZAL HENDRY,Hakim Ketua,Ya
77/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",sahlan efendi,Hakim Anggota,Ya
77/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 05 Jun. 2017",JOKO SUBAGYO,Hakim Anggota,Ya
83/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 07 Jun. 2017",IBNU BASUKI WIDODO,Hakim Ketua,Ya
83/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 07 Jun. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
83/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 07 Jun. 2017",FRANGKI TAMBUWUN,Hakim Anggota,Ya
83/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 07 Jun. 2017",SOFIALDI,Hakim Anggota,Ya
83/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 07 Jun. 2017",MOCH. AGUS SALIM,Hakim Anggota,Ya
86/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",DIAH SITI BASARIAH,Hakim Ketua,Ya
86/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",IBNU BASUKI WIDODO,Hakim Anggota,Ya
86/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",MOCH. AGUS SALIM,Hakim Anggota,Ya
85/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",DIAH SITI BASARIAH,Hakim Ketua,Ya
85/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",IBNU BASUKI WIDODO,Hakim Anggota,Ya
85/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",MOCH. AGUS SALIM,Hakim Anggota,Ya
84/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",DIAH SITI BASARIAH,Hakim Ketua,Ya
84/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",IBNU BASUKI WIDODO,Hakim Anggota,Ya
84/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 09 Jun. 2017",MOCH. AGUS SALIM,Hakim Anggota,Ya
87/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 13 Jun. 2017",EMILIA DJAJASUBAGIA,Hakim Ketua,Ya
87/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 13 Jun. 2017",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
87/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 13 Jun. 2017",FRANGKI TAMBUWUN,Hakim Anggota,Ya
87/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 13 Jun. 2017",ANSYORI SYARIFUDIN,Hakim Anggota,Ya
87/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 13 Jun. 2017",MOHAMMAD IDRIS M.AMIN,Hakim Anggota,Ya
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 14 Jun. 2017",MAS'UD,Hakim Ketua,Tidak
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 14 Jun. 2017",HARIONO,Hakim Anggota,Tidak
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 14 Jun. 2017",EMILIA DJAJASUBAGIA,Hakim Anggota,Tidak
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 14 Jun. 2017","Ugo,SH.",Hakim Anggota,Tidak
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 14 Jun. 2017",TITI SANSIWI,Hakim Anggota,Tidak
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",HARIONO,Hakim Ketua,Ya
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",EMILIA DJAJASUBAGIA,Hakim Anggota,Ya
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",HASTOPO,Hakim Anggota,Ya
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017","Ugo,SH.",Hakim Anggota,Ya
88/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",TITI SANSIWI,Hakim Anggota,Ya
89/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 03 Jul. 2017",FRANGKI TAMBUWUN,Hakim Ketua,Ya
89/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 03 Jul. 2017",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
89/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 03 Jul. 2017",EMILIA DJAJASUBAGIA,Hakim Anggota,Ya
89/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 03 Jul. 2017","Anwar,SH.",Hakim Anggota,Ya
89/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 03 Jul. 2017",ANSYORI SYARIFUDIN,Hakim Anggota,Ya
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 04 Jul. 2017",MAS'UD,Hakim Ketua,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 04 Jul. 2017",HARIONO,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 04 Jul. 2017",HASTOPO,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 04 Jul. 2017",SIGIT HERMAN BINAJI,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 04 Jul. 2017",TITI SANSIWI,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",HARIONO,Hakim Ketua,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",HASTOPO,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",DIAH SITI BASARIAH,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",SIGIT HERMAN BINAJI,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 15 Agu. 2017",TITI SANSIWI,Hakim Anggota,Tidak
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",MAS'UD,Hakim Ketua,Ya
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",HARIONO,Hakim Anggota,Ya
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",HASTOPO,Hakim Anggota,Ya
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",SIGIT HERMAN BINAJI,Hakim Anggota,Ya
90/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",TITI SANSIWI,Hakim Anggota,Ya
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",MAS'UD,Hakim Ketua,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",HARIONO,Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",HASTOPO,Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017","Ugo,SH.",Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",TITI SANSIWI,Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 11 Agu. 2017",HARIONO,Hakim Ketua,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 11 Agu. 2017",HASTOPO,Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 11 Agu. 2017",DIAH SITI BASARIAH,Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 11 Agu. 2017","Ugo,SH.",Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Jumat, 11 Agu. 2017",TITI SANSIWI,Hakim Anggota,Tidak
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",MAS'UD,Hakim Ketua,Ya
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",HARIONO,Hakim Anggota,Ya
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",HASTOPO,Hakim Anggota,Ya
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017","Ugo,SH.",Hakim Anggota,Ya
93/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 28 Sep. 2017",TITI SANSIWI,Hakim Anggota,Ya
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",MAS'UD,Hakim Ketua,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",HARIONO,Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",HASTOPO,Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017","Ugo,SH.",Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",TITI SANSIWI,Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 07 Agu. 2017",HARIONO,Hakim Ketua,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 07 Agu. 2017",HASTOPO,Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 07 Agu. 2017",DIAH SITI BASARIAH,Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 07 Agu. 2017","Ugo,SH.",Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 07 Agu. 2017",TITI SANSIWI,Hakim Anggota,Tidak
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 27 Sep. 2017",MAS'UD,Hakim Ketua,Ya
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 27 Sep. 2017",HARIONO,Hakim Anggota,Ya
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 27 Sep. 2017",HASTOPO,Hakim Anggota,Ya
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 27 Sep. 2017","Ugo,SH.",Hakim Anggota,Ya
92/Pid.Sus-TPK/2017/PN Jkt.Pst,"Rabu, 27 Sep. 2017",TITI SANSIWI,Hakim Anggota,Ya
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",HARIONO,Hakim Ketua,Tidak
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",MAS'UD,Hakim Anggota,Tidak
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",HASTOPO,Hakim Anggota,Tidak
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017","Ugo,SH.",Hakim Anggota,Tidak
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Kamis, 06 Jul. 2017",TITI SANSIWI,Hakim Anggota,Tidak
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 14 Agu. 2017",HARIONO,Hakim Ketua,Ya
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 14 Agu. 2017",HASTOPO,Hakim Anggota,Ya
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 14 Agu. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 14 Agu. 2017","Ugo,SH.",Hakim Anggota,Ya
91/Pid.Sus-TPK/2017/PN Jkt.Pst,"Senin, 14 Agu. 2017",TITI SANSIWI,Hakim Anggota,Ya
94/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 18 Jul. 2017",SUMPENO,Hakim Ketua,Ya
94/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 18 Jul. 2017",IBNU BASUKI WIDODO,Hakim Anggota,Ya
94/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 18 Jul. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
94/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 18 Jul. 2017",SOFIALDI,Hakim Anggota,Ya
94/Pid.Sus-TPK/2017/PN Jkt.Pst,"Selasa, 18 Jul. 2017",MOCH. AGUS SALIM,Hakim Anggota,Ya
55/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 03 Apr. 2017",FRANGKI TAMBUWUN,Hakim Ketua,Ya
55/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 03 Apr. 2017",EMILIA DJAJASUBAGIA,Hakim Anggota,Ya
55/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 03 Apr. 2017",JHON HALASAN BUTAR BUTAR,Hakim Anggota,Ya
55/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 03 Apr. 2017","Anwar,SH.",Hakim Anggota,Ya
55/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Senin, 03 Apr. 2017",ANSYORI SYARIFUDIN,Hakim Anggota,Ya
56/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017",CASMAYA,Hakim Ketua,Ya
56/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
56/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017",SOFIALDI,Hakim Anggota,Ya
57/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017",DIAH SITI BASARIAH,Hakim Ketua,Ya
57/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017",CASMAYA,Hakim Anggota,Ya
57/Pid.Sus-TPK/2017/PN Pn.Jkt.Pst,"Rabu, 05 Apr. 2017",SOFIALDI,Hakim Anggota,Ya
58/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 12 Apr. 2017",BASLIN SINAGA,Hakim Ketua,Ya
58/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 12 Apr. 2017",MAS'UD,Hakim Anggota,Ya
58/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 12 Apr. 2017",VIKTOR PAKPAHAN,Hakim Anggota,Ya
58/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 12 Apr. 2017","Ugo,SH.",Hakim Anggota,Ya
58/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 12 Apr. 2017",TITI SANSIWI,Hakim Anggota,Ya
59/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 18 Apr. 2017",dahlan,Hakim Ketua,Ya
59/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 18 Apr. 2017",FAHZAL HENDRY,Hakim Anggota,Ya
59/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 18 Apr. 2017",JOKO SUBAGYO,Hakim Anggota,Ya
64/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",sahlan efendi,Hakim Ketua,Ya
64/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",dahlan,Hakim Anggota,Ya
64/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",JOKO SUBAGYO,Hakim Anggota,Ya
63/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",sahlan efendi,Hakim Ketua,Ya
63/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",dahlan,Hakim Anggota,Ya
63/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",JOKO SUBAGYO,Hakim Anggota,Ya
62/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",FAHZAL HENDRY,Hakim Ketua,Ya
62/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",dahlan,Hakim Anggota,Ya
62/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",SUKARTONO.,Hakim Anggota,Ya
61/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",FAHZAL HENDRY,Hakim Ketua,Ya
61/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",dahlan,Hakim Anggota,Ya
61/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",SUKARTONO.,Hakim Anggota,Ya
60/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",YOHANES PRIYANA,Hakim Ketua,Ya
60/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",IBNU BASUKI WIDODO,Hakim Anggota,Ya
60/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
60/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",SOFIALDI,Hakim Anggota,Ya
60/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 21 Apr. 2017",SIGIT HERMAN BINAJI,Hakim Anggota,Ya
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 28 Apr. 2017",IBNU BASUKI WIDODO,Hakim Ketua,Tidak
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 28 Apr. 2017",YOHANES PRIYANA,Hakim Anggota,Tidak
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 28 Apr. 2017",DIAH SITI BASARIAH,Hakim Anggota,Tidak
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 28 Apr. 2017",SOFIALDI,Hakim Anggota,Tidak
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Jumat, 28 Apr. 2017",MOCH. AGUS SALIM,Hakim Anggota,Tidak
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 02 Agu. 2017",IBNU BASUKI WIDODO,Hakim Ketua,Ya
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 02 Agu. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 02 Agu. 2017",HASTOPO,Hakim Anggota,Ya
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 02 Agu. 2017",SOFIALDI,Hakim Anggota,Ya
65/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Rabu, 02 Agu. 2017",MOCH. AGUS SALIM,Hakim Anggota,Ya
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",VIKTOR PAKPAHAN,Hakim Ketua,Tidak
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",MAS'UD,Hakim Anggota,Tidak
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",HARIONO,Hakim Anggota,Tidak
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017","Ugo,SH.",Hakim Anggota,Tidak
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",TITI SANSIWI,Hakim Anggota,Tidak
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Senin, 07 Agu. 2017",HARIONO,Hakim Ketua,Ya
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Senin, 07 Agu. 2017",HASTOPO,Hakim Anggota,Ya
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Senin, 07 Agu. 2017",DIAH SITI BASARIAH,Hakim Anggota,Ya
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Senin, 07 Agu. 2017","Ugo,SH.",Hakim Anggota,Ya
69/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Senin, 07 Agu. 2017",TITI SANSIWI,Hakim Anggota,Ya
68/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",VIKTOR PAKPAHAN,Hakim Ketua,Tidak
68/Pid.Sus-TPK/2017/PN .Jkt.Pst,"Selasa, 02 Mei 2017",MAS'UD,Hakim Anggota,Tidak
